-1,critcalzone.org variable,czo_id,Discipline,CZOs,ODM2Name,ODM2Term,CZO Variable Action,New ODM2 Term,comments,units,Aggregation,,czo_url, czo_id
162,airtemp10mmin time,6112,Climatology / Meteorology,National|Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6112,6112
163,airtemp2mmax time,2435,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2435,2435
164,airtemp2mmax time,6112,Climatology / Meteorology,National|Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6112,6112
165,airtemp2mmin time,2435,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2435,2435
166,airtemp2mmin time,6112,Climatology / Meteorology,National|Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6112,6112
167,airtempavg,6521,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6521,6521
168,airtempavg,6522,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6522,6522
169,airtempavg,6524,Climatology / Meteorology|Hydrology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6524,6524
170,airtempc10mavg,2435,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2435,2435
171,airtempc10mavg,6112,Climatology / Meteorology,National|Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6112,6112
172,airtempc10mmax,2435,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2435,2435
173,airtempc10mmax,6112,Climatology / Meteorology,National|Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6112,6112
174,airtempc10mmin,2435,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2435,2435
175,airtempc10mmin,6112,Climatology / Meteorology,National|Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6112,6112
176,airtempc25mavg,2888,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2888,2888
177,airtempc25mavg,2889,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2889,2889
178,airtempc2mavg,2435,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2435,2435
179,airtempc2mavg,6112,Climatology / Meteorology,National|Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6112,6112
180,airtempc2mmax,2435,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2435,2435
181,airtempc2mmax,6112,Climatology / Meteorology,National|Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6112,6112
182,airtempc2mmin,2435,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2435,2435
183,airtempc2mmin,6112,Climatology / Meteorology,National|Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6112,6112
184,airtempmax,6521,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6521,6521
185,airtempmax,6522,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6522,6522
186,airtempmin,6521,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6521,6521
187,airtempmin,6522,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6522,6522
188,al,5189,Geochemistry / Mineralogy,Shale Hills,Aluminum,aluminum,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5189,5189
189,al total aluminum,2952,Water Chemistry,Luquillo,Aluminum,aluminum,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/2952,2952
190,al ammonium oxalateextractable,4982,All Disciplines,Luquillo,Aluminum,aluminum,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/4982,4982
191,al citrateascorbateextractable,4982,All Disciplines,Luquillo,Aluminum,aluminum,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/4982,4982
192,al citrateditihionite extractable,4982,All Disciplines,Luquillo,Aluminum,aluminum,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4982,4982
193,al in 05 m hcl,4982,All Disciplines,Luquillo,Aluminum,aluminum,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4982,4982
194,al mgl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,Aluminum,aluminum,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
195,al ugml,5273,Geochemistry / Mineralogy|Water Chemistry,Shale Hills,Aluminum,aluminum,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5273,5273
196,al ugml,5274,Geochemistry / Mineralogy|Water Chemistry,,Aluminum,aluminum,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5274,5274
197,al umol l1,4129,Hydrology|Water Chemistry,Shale Hills,Aluminum,aluminum,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4129,4129
198,al umol l1,5343,Hydrology|Water Chemistry,Shale Hills,Aluminum,aluminum,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5343,5343
199,al umol l1,5365,Hydrology|Water Chemistry,Shale Hills,Aluminum,aluminum,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5365,5365
200,al27 mgl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,Aluminum,aluminum,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
201,al2o3,5986,Geochemistry / Mineralogy,Calhoun,Aluminum,aluminum,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5986,5986
202,al3,4107,Soil Science / Pedology|Water Chemistry,Calhoun,Aluminum,aluminum,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4107,4107
203,al3 m,2580,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,Aluminum,aluminum,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/2580,2580
204,al3 m,2582,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,Aluminum,aluminum,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/2582,2582
205,al3 m,2645,Water Chemistry|Hydrology,Shale Hills,Aluminum,aluminum,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/2645,2645
206,albedo,2475,Climatology / Meteorology,Catalina-Jemez,Albedo,albedo,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2475,2475
207,albedo,4612,Climatology / Meteorology,Shale Hills,Albedo,albedo,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4612,4612
208,albite,5531,Geochemistry / Mineralogy,Luquillo,,,New ODM2 Term,Albite,,,,,http://criticalzone.org/national/data/dataset/5531,5531
209,alk,4107,Soil Science / Pedology|Water Chemistry,Calhoun,,,New ODM2 Term,Alkalinity,,,,,http://criticalzone.org/national/data/dataset/4107,4107
210,alkalinity meq l1,2580,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Alkalinity, total",alkalinityTotal,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2580,2580
211,alkalinity meq l1,2582,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Alkalinity, total",alkalinityTotal,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2582,2582
212,alkalinity meql caco3,4851,Water Chemistry,Calhoun,"Alkalinity, carbonate",alkalinityCarbonate,ODM2,,,meql,,,http://criticalzone.org/national/data/dataset/4851,4851
213,alkalinity mgl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,,,New ODM2 Term,Alkalinity,,mgl,,,http://criticalzone.org/national/data/dataset/6292,6292
214,alkalinity mmol l1 caco3,4129,Hydrology|Water Chemistry,Shale Hills,"Alkalinity, carbonate",alkalinityCarbonate,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4129,4129
215,alkalinity mmol l1 caco3,5343,Hydrology|Water Chemistry,Shale Hills,"Alkalinity, carbonate",alkalinityCarbonate,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5343,5343
216,alkalinity mmol l1 caco3,5365,Hydrology|Water Chemistry,Shale Hills,"Alkalinity, carbonate",alkalinityCarbonate,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5365,5365
217,alkalinity mmoll caco3,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,"Alkalinity, carbonate",alkalinityCarbonate,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
218,alkalinity total,2407,Water Chemistry,Christina,"Alkalinity, total",alkalinityTotal,ODM2,,,,total,,http://criticalzone.org/national/data/dataset/2407,2407
219,alkalinity total,2974,,,"Alkalinity, total",alkalinityTotal,ODM2,,,,total,,http://criticalzone.org/national/data/dataset/2974,2974
220,alkalinity total,2978,,,"Alkalinity, total",alkalinityTotal,ODM2,,,,total,,http://criticalzone.org/national/data/dataset/2978,2978
221,alkalinity total,4135,Water Chemistry,Catalina-Jemez,"Alkalinity, total",alkalinityTotal,ODM2,,,,total,,http://criticalzone.org/national/data/dataset/4135,4135
222,alkalinity ueql,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,,,New ODM2 Term,Alkalinity,,ueql,,,http://criticalzone.org/national/data/dataset/6292,6292
223,alpha glucosidase activity per unit biomass,3970,Biogeochemistry,Luquillo,Alpha-N-Acetylglucosaminidase,alphaNAcetylglucosaminidase,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3970,3970
224,alphanacetylglucosaminidase,4982,All Disciplines,Luquillo,Alpha-N-Acetylglucosaminidase,alphaNAcetylglucosaminidase,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4982,4982
225,alphia glucosidase activity,3970,Biogeochemistry,Luquillo,Alpha-N-Acetylglucosaminidase,alphaNAcetylglucosaminidase,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3970,3970
226,alphia glucosidase activity per unit soil c,3970,Biogeochemistry,Luquillo,Alpha-N-Acetylglucosaminidase,alphaNAcetylglucosaminidase,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3970,3970
227,aluminum,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology,Catalina-Jemez,Aluminum,aluminum,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/5512,5512
228,aluminum dissolved,2407,Water Chemistry,Christina,"Aluminum, dissolved",aluminumDissolved,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/2407,2407
229,aluminum dissolved,2740,Water Chemistry,Catalina-Jemez,"Aluminum, dissolved",aluminumDissolved,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/2740,2740
230,aluminum dissolved,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,"Aluminum, dissolved",aluminumDissolved,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/2742,2742
231,aluminum dissolved,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,"Aluminum, dissolved",aluminumDissolved,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/4109,4109
232,aluminum dissolved,4135,Water Chemistry,Catalina-Jemez,"Aluminum, dissolved",aluminumDissolved,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/4135,4135
233,aluminum dissolved,5491,Water Chemistry,Catalina-Jemez,"Aluminum, dissolved",aluminumDissolved,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/5491,5491
234,aluminum dissolved,5492,Water Chemistry,Catalina-Jemez,"Aluminum, dissolved",aluminumDissolved,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/5492,5492
235,alumoll,4851,Water Chemistry,Calhoun,Aluminum,aluminum,ODM2,,aluminum,,,,http://criticalzone.org/national/data/dataset/4851,4851
236,ammonium mgl,4851,Water Chemistry,Calhoun,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4851,4851
237,ammonium nh4,2865,Water Chemistry,Boulder,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2865,2865
238,amphibole,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology,Catalina-Jemez,,,New ODM2 Term,Amphibole,,,,,http://criticalzone.org/national/data/dataset/5512,5512
239,anaerobic bacteria biomass,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Microbial biomass,,,,,http://criticalzone.org/national/data/dataset/3970,3970
240,analysis date,2609,Geochemistry / Mineralogy|Biogeochemistry,Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/2609,2609
241,analyzed material,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
242,anc ancalkalinity,2952,Water Chemistry,Luquillo,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
243,ancmgl,2783,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2783,2783
244,ancmgl,2784,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2784,2784
245,ancmgl,2785,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2785,2785
246,ancmgl,2788,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2788,2788
247,ancmgl,3064,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3064,3064
248,ancmgl,3065,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3065,3065
249,ancmgl,3639,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3639,3639
250,ancmgl,4165,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4165,4165
251,ancueql,2783,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2783,2783
252,ancueql,2784,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2784,2784
253,ancueql,2785,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2785,2785
254,ancueql,2788,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2788,2788
255,ancueql,3064,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3064,3064
256,ancueql,3065,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3065,3065
257,ancueql,3639,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3639,3639
258,ancueql,4165,Water Chemistry,Boulder,Acid neutralizing capacity,acidNeutralizingCapacity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4165,4165
259,and number of return from ground nground,4606,GIS / Remote Sensing,Calhoun,,,New ODM2 Term,Lidar,,,,,http://criticalzone.org/national/data/dataset/4606,4606
260,anion sum,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,,,Remove,,"probably drop this term, not needed",,sum,,http://criticalzone.org/national/data/dataset/6292,6292
261,antimony dissolved,2740,Water Chemistry,Catalina-Jemez,"Antimony, dissolved",antimonyDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2740,2740
262,antimony dissolved,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,"Antimony, dissolved",antimonyDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2742,2742
263,antimony dissolved,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,"Antimony, dissolved",antimonyDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4109,4109
264,antimony dissolved,4135,Water Chemistry,Catalina-Jemez,"Antimony, dissolved",antimonyDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4135,4135
265,antimony dissolved,5491,Water Chemistry,Catalina-Jemez,"Antimony, dissolved",antimonyDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5491,5491
266,antimony dissolved,5492,Water Chemistry,Catalina-Jemez,"Antimony, dissolved",antimonyDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5492,5492
267,antistokes scatter nm,4174,Hydrology,Shale Hills,,,?,,,nm,,,http://criticalzone.org/national/data/dataset/4174,4174
268,apophylite,5531,Geochemistry / Mineralogy,Luquillo,,,New ODM2 Term,Apophyllite,,,,,http://criticalzone.org/national/data/dataset/5531,5531
269,apparent electrical resistivity ohmm,4677,Geophysics,Calhoun,,,New ODM2 Term,electrical resistivity,,,,,http://criticalzone.org/national/data/dataset/4677,4677
270,arbuscular mycorhizal fungi biomass,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Microbial biomass,,,,,http://criticalzone.org/national/data/dataset/3970,3970
271,area,3732,Biology / Ecology|Soil Science / Pedology,Reynolds,Area,area,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3732,3732
272,area,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,Area,area,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5131,5131
273,area,5137,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,Area,area,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5137,5137
